"module","file","key","english","chinese","context","placeholders","notes"
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","activateConnectionsLabel","Show Connections Pane","显示连接窗格","Menus and Commands 相关界面中的标签或显示文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","activateConnectionsMenuLabel","Show Co_nnections","_显示连接","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","activateConsoleLabel","Move Focus to Console","将焦点移动到控制台","Menus and Commands 相关界面中的标签或显示文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","activateConsoleMenuLabel","Move Focus to _Console","_将焦点移到控制台","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","activateConsolePaneLabel","Move Focus to Console Panel","将焦点移到控制台窗格","Menus and Commands 相关界面中的标签或显示文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","activateConsolePaneMenuLabel","Move Focus to _Console Panel","_将焦点移到控制台窗格","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","activateDatabricksLabel","Show Databricks Pane","显示 Databricks 窗格","Menus and Commands 相关界面中的标签或显示文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","activateDatabricksMenuLabel","Show _Databricks","_显示 Databricks","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","activateDataLabel","Show Data Pane","显示数据窗格","Menus and Commands 相关界面中的标签或显示文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","activateDataMenuLabel","Show _Data","_显示数据","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","activateDeployContentLabel","Show Deploy Content Pane","显示部署内容窗格","Menus and Commands 相关界面中的标签或显示文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","activateDeployContentMenuLabel","Show Deploy _Content","_显示部署内容","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","activateEnvironmentLabel","Show Environment Pane","显示环境窗格","Menus and Commands 相关界面中的标签或显示文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","activateEnvironmentMenuLabel","Show _Environment","_显示环境窗格","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","activateFilesLabel","Show Files Pane","显示文件窗格","Menus and Commands 相关界面中的标签或显示文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","activateFilesMenuLabel","Show F_iles","_显示文件窗格","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","activateFindInFilesLabel","Show Find in Files","显示“在文件中查找”","Menus and Commands 相关界面中的标签或显示文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","activateFindInFilesMenuLabel","Show _Find in Files","_显示文件查找","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","activateHelpLabel","Show Help Pane","显示帮助窗格","Menus and Commands 相关界面中的提示或说明文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","activateHelpMenuLabel","Move Focus to _Help","_将焦点移到帮助","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","activateHistoryLabel","Show History Pane","显示历史窗格","Menus and Commands 相关界面中的标签或显示文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","activateHistoryMenuLabel","Show Histor_y","_显示历史窗格","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","activateMarkersLabel","Show Markers Pane","显示标记窗格","Menus and Commands 相关界面中的标签或显示文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","activateMarkersMenuLabel","Show _Markers","_显示标记","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","activatePackagesLabel","Show Packages Pane","显示程序包窗格","Menus and Commands 相关界面中的标签或显示文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","activatePackagesMenuLabel","Show Pac_kages","_显示程序包窗格","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","activatePlotsLabel","Show Plots Pane","显示图形窗格","Menus and Commands 相关界面中的标签或显示文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","activatePlotsMenuLabel","Show Pl_ots","_显示图形窗格","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","activatePresentation2Label","Show Presentation Pane","显示演示窗格","Menus and Commands 相关界面中的标签或显示文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","activatePresentation2MenuLabel","Show Prese_ntation","_显示演示","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","activatePresentationLabel","Show Presentation Pane","显示演示窗格","Menus and Commands 相关界面中的标签或显示文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","activatePresentationMenuLabel","Show Prese_ntation","_显示演示","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","activateRMarkdownLabel","Show R Markdown Pane","显示 R Markdown 窗格","Menus and Commands 相关界面中的标签或显示文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","activateRMarkdownMenuLabel","Show _R Markdown","_显示 R Markdown","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","activateSourceCppLabel","Show Source Cpp Pane","显示源 Cpp 窗格","Menus and Commands 相关界面中的标签或显示文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","activateSourceCppMenuLabel","Show Sou_rce Cpp","_显示 Source Cpp","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","activateSourceLabel","Move Focus to Source","将焦点移到源代码","Menus and Commands 相关界面中的标签或显示文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","activateSourceMenuLabel","Move Focus to Sou_rce","_将焦点移到源代码","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","activateSQLResultsLabel","Show SQL Results Pane","显示 SQL 结果","Menus and Commands 相关界面中的标签或显示文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","activateSQLResultsMenuLabel","Show S_QL Results","_显示 SQL 结果","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","activateTerminalLabel","Move Focus to Terminal","将焦点移到终端","Menus and Commands 相关界面中的标签或显示文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","activateTerminalMenuLabel","_Move Focus to Terminal","_将焦点移到终端","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","activateTutorialLabel","Show Tutorial Pane","显示教程窗格","Menus and Commands 相关界面中的标签或显示文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","activateTutorialMenuLabel","Show _Tutorial","_显示教程","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","activateVcsLabel","Show VCS Pane","显示 VCS 窗格","Menus and Commands 相关界面中的标签或显示文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","activateVcsMenuLabel","Show _Vcs","_显示版本控制","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","",""
